code,libelle,niveau
17.24Z,Fabrication de papiers peints,sousclasse
17.29Z,Fabrication d'autres articles en papier ou en carton,sousclasse
18.11Z,Imprimerie de journaux,sousclasse
18.12Z,Autre imprimerie (labeur),sousclasse
18.13Z,Activités de pré-presse,sousclasse
18.14Z,Reliure et activités connexes,sousclasse
18.20Z,Reproduction d'enregistrements,sousclasse
19.10Z,Cokéfaction,sousclasse
19.20Z,Raffinage du pétrole,sousclasse
20.11Z,Fabrication de gaz industriels,sousclasse
20.12Z,Fabrication de colorants et de pigments,sousclasse
20.13A,Enrichissement et retraitement de matières nucléaires,sousclasse
20.13B,Fabrication d'autres produits chimiques inorganiques de base n.c.a.,sousclasse
20.14Z,Fabrication d'autres produits chimiques organiques de base,sousclasse
20.15Z,Fabrication de produits azotés et d'engrais,sousclasse
20.16Z,Fabrication de matières plastiques de base,sousclasse
20.17Z,Fabrication de caoutchouc synthétique,sousclasse
20.20Z,Fabrication de pesticides et d'autres produits agrochimiques,sousclasse
20.30Z,"Fabrication de peintures, vernis, encres et mastics",sousclasse
20.41Z,"Fabrication de savons, détergents et produits d'entretien",sousclasse
20.42Z,Fabrication de parfums et de produits pour la toilette,sousclasse
20.51Z,Fabrication de produits explosifs,sousclasse
20.52Z,Fabrication de colles,sousclasse
20.53Z,Fabrication d'huiles essentielles,sousclasse
20.59Z,Fabrication d'autres produits chimiques n.c.a.,sousclasse
20.60Z,Fabrication de fibres artificielles ou synthétiques,sousclasse
21.10Z,Fabrication de produits pharmaceutiques de base,sousclasse
21.20Z,Fabrication de préparations pharmaceutiques,sousclasse
22.11Z,Fabrication et rechapage de pneumatiques,sousclasse
22.19Z,Fabrication d'autres articles en caoutchouc,sousclasse
22.21Z,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",sousclasse
22.22Z,Fabrication d'emballages en matières plastiques,sousclasse
22.23Z,Fabrication d'éléments en matières plastiques pour la construction,sousclasse
22.29A,Fabrication de pièces techniques à base de matières plastiques,sousclasse
22.29B,Fabrication de produits de consommation courante en matières plastiques,sousclasse
23.11Z,Fabrication de verre plat,sousclasse
23.12Z,Façonnage et transformation du verre plat,sousclasse
23.13Z,Fabrication de verre creux,sousclasse
23.14Z,Fabrication de fibres de verre,sousclasse
23.19Z,"Fabrication et façonnage d'autres articles en verre, y compris verre technique",sousclasse
23.20Z,Fabrication de produits réfractaires,sousclasse
23.31Z,Fabrication de carreaux en céramique,sousclasse
23.32Z,"Fabrication de briques, tuiles et produits de construction, en terre cuite",sousclasse
23.41Z,Fabrication d'articles céramiques à usage domestique ou ornemental,sousclasse
23.42Z,Fabrication d'appareils sanitaires en céramique,sousclasse
23.43Z,Fabrication d'isolateurs et pièces isolantes en céramique,sousclasse
23.44Z,Fabrication d'autres produits céramiques à usage technique,sousclasse
23.49Z,Fabrication d'autres produits céramiques,sousclasse
23.51Z,Fabrication de ciment,sousclasse
23.52Z,Fabrication de chaux et plâtre,sousclasse
23.61Z,Fabrication d'éléments en béton pour la construction,sousclasse
23.62Z,Fabrication d'éléments en plâtre pour la construction,sousclasse
23.63Z,Fabrication de béton prêt à l'emploi,sousclasse
23.64Z,Fabrication de mortiers et bétons secs,sousclasse
23.65Z,Fabrication d'ouvrages en fibre-ciment,sousclasse
23.69Z,"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",sousclasse
23.70Z,"Taille, façonnage et finissage de pierres",sousclasse
23.91Z,Fabrication de produits abrasifs,sousclasse
23.99Z,Fabrication d'autres produits minéraux non métalliques n.c.a.,sousclasse
24.10Z,Sidérurgie,sousclasse
24.20Z,"Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier",sousclasse
24.31Z,Étirage à froid de barres,sousclasse
24.32Z,Laminage à froid de feuillards,sousclasse
24.33Z,Profilage à froid par formage ou pliage,sousclasse
24.34Z,Tréfilage à froid,sousclasse
24.41Z,Production de métaux précieux,sousclasse
24.42Z,Métallurgie de l'aluminium,sousclasse
24.43Z,"Métallurgie du plomb, du zinc ou de l'étain",sousclasse
24.44Z,Métallurgie du cuivre,sousclasse
24.45Z,Métallurgie des autres métaux non ferreux,sousclasse
24.46Z,Élaboration et transformation de matières nucléaires,sousclasse
24.51Z,Fonderie de fonte,sousclasse
24.52Z,Fonderie d'acier,sousclasse
24.53Z,Fonderie de métaux légers,sousclasse
24.54Z,Fonderie d'autres métaux non ferreux,sousclasse
25.11Z,Fabrication de structures métalliques et de parties de structures,sousclasse
25.12Z,Fabrication de portes et fenêtres en métal,sousclasse
25.21Z,Fabrication de radiateurs et de chaudières pour le chauffage central,sousclasse
25.29Z,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",sousclasse
25.30Z,"Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central",sousclasse
25.40Z,Fabrication d'armes et de munitions,sousclasse
25.50A,"Forge, estampage, matriçage ; métallurgie des poudres",sousclasse
25.50B,"Découpage, emboutissage",sousclasse
25.61Z,Traitement et revêtement des métaux,sousclasse
25.62A,Décolletage,sousclasse
25.62B,Mécanique industrielle,sousclasse
25.71Z,Fabrication de coutellerie,sousclasse
25.72Z,Fabrication de serrures et de ferrures,sousclasse
25.73A,Fabrication de moules et modèles,sousclasse
25.73B,Fabrication d'autres outillages,sousclasse
25.91Z,Fabrication de fûts et emballages métalliques similaires,sousclasse
25.92Z,Fabrication d'emballages métalliques légers,sousclasse
25.93Z,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",sousclasse
25.94Z,Fabrication de vis et de boulons,sousclasse
25.99A,Fabrication d'articles métalliques ménagers,sousclasse
25.99B,Fabrication d'autres articles métalliques,sousclasse
26.11Z,Fabrication de composants électroniques,sousclasse
26.12Z,Fabrication de cartes électroniques assemblées,sousclasse
26.20Z,Fabrication d'ordinateurs et d'équipements périphériques,sousclasse
26.30Z,Fabrication d'équipements de communication,sousclasse
26.40Z,Fabrication de produits électroniques grand public,sousclasse
26.51A,Fabrication d'équipements d'aide à la navigation,sousclasse
26.51B,Fabrication d'instrumentation scientifique et technique,sousclasse
26.52Z,Horlogerie,sousclasse
26.60Z,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",sousclasse
26.70Z,Fabrication de matériels optique et photographique,sousclasse
26.80Z,Fabrication de supports magnétiques et optiques,sousclasse
27.11Z,"Fabrication de moteurs, génératrices et transformateurs électriques",sousclasse
27.12Z,Fabrication de matériel de distribution et de commande électrique,sousclasse
27.20Z,Fabrication de piles et d'accumulateurs électriques,sousclasse
27.31Z,Fabrication de câbles de fibres optiques,sousclasse
27.32Z,Fabrication d'autres fils et câbles électroniques ou électriques,sousclasse
27.33Z,Fabrication de matériel d'installation électrique,sousclasse
27.40Z,Fabrication d'appareils d'éclairage électrique,sousclasse
27.51Z,Fabrication d'appareils électroménagers,sousclasse
27.52Z,Fabrication d'appareils ménagers non électriques,sousclasse
27.90Z,Fabrication d'autres matériels électriques,sousclasse
28.11Z,"Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules",sousclasse
28.12Z,Fabrication d'équipements hydrauliques et pneumatiques,sousclasse
28.13Z,Fabrication d'autres pompes et compresseurs,sousclasse
28.14Z,Fabrication d'autres articles de robinetterie,sousclasse
28.15Z,Fabrication d'engrenages et d'organes mécaniques de transmission,sousclasse
28.21Z,Fabrication de fours et brûleurs,sousclasse
28.22Z,Fabrication de matériel de levage et de manutention,sousclasse
28.23Z,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),sousclasse
28.24Z,Fabrication d'outillage portatif à moteur incorporé,sousclasse
28.25Z,Fabrication d'équipements aérauliques et frigorifiques industriels,sousclasse
28.29A,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",sousclasse
28.29B,Fabrication d'autres machines d'usage général,sousclasse
28.30Z,Fabrication de machines agricoles et forestières,sousclasse
28.41Z,Fabrication de machines-outils pour le travail des métaux,sousclasse
28.49Z,Fabrication d'autres machines-outils,sousclasse
28.91Z,Fabrication de machines pour la métallurgie,sousclasse
28.92Z,Fabrication de machines pour l'extraction ou la construction,sousclasse
28.93Z,Fabrication de machines pour l'industrie agro-alimentaire,sousclasse
28.94Z,Fabrication de machines pour les industries textiles,sousclasse
28.95Z,Fabrication de machines pour les industries du papier et du carton,sousclasse
28.96Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,sousclasse
28.99A,Fabrication de machines d'imprimerie,sousclasse
28.99B,Fabrication d'autres machines spécialisées,sousclasse
29.10Z,Construction de véhicules automobiles,sousclasse
29.20Z,Fabrication de carrosseries et remorques,sousclasse
29.31Z,Fabrication d'équipements électriques et électroniques automobiles,sousclasse
29.32Z,Fabrication d'autres équipements automobiles,sousclasse
30.11Z,Construction de navires et de structures flottantes,sousclasse
30.12Z,Construction de bateaux de plaisance,sousclasse
30.20Z,Construction de locomotives et d'autre matériel ferroviaire roulant,sousclasse
30.30Z,Construction aéronautique et spatiale,sousclasse
30.40Z,Construction de véhicules militaires de combat,sousclasse
30.91Z,Fabrication de motocycles,sousclasse
30.92Z,Fabrication de bicyclettes et de véhicules pour invalides,sousclasse
30.99Z,Fabrication d'autres équipements de transport n.c.a.,sousclasse
31.01Z,Fabrication de meubles de bureau et de magasin,sousclasse
31.02Z,Fabrication de meubles de cuisine,sousclasse
31.03Z,Fabrication de matelas,sousclasse
31.09A,Fabrication de sièges d'ameublement d'intérieur,sousclasse
31.09B,Fabrication d'autres meubles et industries connexes de l'ameublement,sousclasse
32.11Z,Frappe de monnaie,sousclasse
32.12Z,Fabrication d'articles de joaillerie et bijouterie,sousclasse
32.13Z,Fabrication d'articles de bijouterie fantaisie et articles similaires,sousclasse
32.20Z,Fabrication d'instruments de musique,sousclasse
32.30Z,Fabrication d'articles de sport,sousclasse
32.40Z,Fabrication de jeux et jouets,sousclasse
32.50A,Fabrication de matériel médico-chirurgical et dentaire,sousclasse
32.50B,Fabrication de lunettes,sousclasse
32.91Z,Fabrication d'articles de brosserie,sousclasse
32.99Z,Autres activités manufacturières n.c.a.,sousclasse
33.11Z,Réparation d'ouvrages en métaux,sousclasse
33.12Z,Réparation de machines et équipements mécaniques,sousclasse
33.13Z,Réparation de matériels électroniques et optiques,sousclasse
33.14Z,Réparation d'équipements électriques,sousclasse
33.15Z,Réparation et maintenance navale,sousclasse
33.16Z,Réparation et maintenance d'aéronefs et d'engins spatiaux,sousclasse
33.17Z,Réparation et maintenance d'autres équipements de transport,sousclasse
33.19Z,Réparation d'autres équipements,sousclasse
33.20A,"Installation de structures métalliques, chaudronnées et de tuyauterie",sousclasse
33.20B,Installation de machines et équipements mécaniques,sousclasse
33.20C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,sousclasse
33.20D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",sousclasse
35.11Z,Production d'électricité,sousclasse
35.12Z,Transport d'électricité,sousclasse
35.13Z,Distribution d'électricité,sousclasse
35.14Z,Commerce d'électricité,sousclasse
35.21Z,Production de combustibles gazeux,sousclasse
35.22Z,Distribution de combustibles gazeux par conduites,sousclasse
35.23Z,Commerce de combustibles gazeux par conduites,sousclasse
35.30Z,Production et distribution de vapeur et d'air conditionné,sousclasse
36.00Z,"Captage, traitement et distribution d'eau",sousclasse
37.00Z,Collecte et traitement des eaux usées,sousclasse
38.11Z,Collecte des déchets non dangereux,sousclasse
38.12Z,Collecte des déchets dangereux,sousclasse
38.21Z,Traitement et élimination des déchets non dangereux,sousclasse
38.22Z,Traitement et élimination des déchets dangereux,sousclasse
38.31Z,Démantèlement d'épaves,sousclasse
38.32Z,Récupération de déchets triés,sousclasse
39.00Z,Dépollution et autres services de gestion des déchets,sousclasse
41.10A,Promotion immobilière de logements,sousclasse
41.10B,Promotion immobilière de bureaux,sousclasse
41.10C,Promotion immobilière d'autres bâtiments,sousclasse
41.10D,Supports juridiques de programmes,sousclasse
41.20A,Construction de maisons individuelles,sousclasse
41.20B,Construction d'autres bâtiments,sousclasse
42.11Z,Construction de routes et autoroutes,sousclasse
42.12Z,Construction de voies ferrées de surface et souterraines,sousclasse
42.13A,Construction d'ouvrages d'art,sousclasse
42.13B,Construction et entretien de tunnels,sousclasse
42.21Z,Construction de réseaux pour fluides,sousclasse
42.22Z,Construction de réseaux électriques et de télécommunications,sousclasse
42.91Z,Construction d'ouvrages maritimes et fluviaux,sousclasse
42.99Z,Construction d'autres ouvrages de génie civil n.c.a.,sousclasse
43.11Z,Travaux de démolition,sousclasse
43.12A,Travaux de terrassement courants et travaux préparatoires,sousclasse
43.12B,Travaux de terrassement spécialisés ou de grande masse,sousclasse
43.13Z,Forages et sondages,sousclasse
43.21A,Travaux d'installation électrique dans tous locaux,sousclasse
43.21B,Travaux d'installation électrique sur la voie publique,sousclasse
43.22A,Travaux d'installation d'eau et de gaz en tous locaux,sousclasse
43.22B,Travaux d'installation d'équipements thermiques et de climatisation,sousclasse
43.29A,Travaux d'isolation,sousclasse
43.29B,Autres travaux d'installation n.c.a.,sousclasse
43.31Z,Travaux de plâtrerie,sousclasse
43.32A,Travaux de menuiserie bois et PVC,sousclasse
43.32B,Travaux de menuiserie métallique et serrurerie,sousclasse
43.32C,Agencement de lieux de vente,sousclasse
43.33Z,Travaux de revêtement des sols et des murs,sousclasse
43.34Z,Travaux de peinture et vitrerie,sousclasse
43.39Z,Autres travaux de finition,sousclasse
43.91A,Travaux de charpente,sousclasse
43.91B,Travaux de couverture par éléments,sousclasse
43.99A,Travaux d'étanchéification,sousclasse
43.99B,Travaux de montage de structures métalliques,sousclasse
43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,sousclasse
43.99D,Autres travaux spécialisés de construction,sousclasse
43.99E,Location avec opérateur de matériel de construction,sousclasse
45.11Z,Commerce de voitures et de véhicules automobiles légers,sousclasse
45.19Z,Commerce d'autres véhicules automobiles,sousclasse
45.20A,Entretien et réparation de véhicules automobiles légers,sousclasse
45.20B,Entretien et réparation d'autres véhicules automobiles,sousclasse
45.31Z,Commerce de gros d'équipements automobiles,sousclasse
45.32Z,Commerce de détail d'équipements automobiles,sousclasse
45.40Z,Commerce et réparation de motocycles,sousclasse
46.11Z,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis",sousclasse
46.12A,Centrales d'achat de carburant,sousclasse
46.12B,"Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques",sousclasse
46.13Z,Intermédiaires du commerce en bois et matériaux de construction,sousclasse
46.14Z,"Intermédiaires du commerce en machines, équipements industriels, navires et avions",sousclasse
46.15Z,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",sousclasse
46.16Z,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir",sousclasse
46.17A,Centrales d'achat alimentaires,sousclasse
46.17B,"Autres intermédiaires du commerce en denrées, boissons et tabac",sousclasse
46.18Z,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,sousclasse
46.19A,Centrales d'achat non alimentaires,sousclasse
46.19B,Autres intermédiaires du commerce en produits divers,sousclasse
46.21Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",sousclasse
46.22Z,Commerce de gros (commerce interentreprises) de fleurs et plantes,sousclasse
46.23Z,Commerce de gros (commerce interentreprises) d'animaux vivants,sousclasse
46.24Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,sousclasse
46.31Z,Commerce de gros (commerce interentreprises) de fruits et légumes,sousclasse
46.32A,Commerce de gros (commerce interentreprises) de viandes de boucherie,sousclasse
46.32B,Commerce de gros (commerce interentreprises) de produits à base de viande,sousclasse
46.32C,Commerce de gros (commerce interentreprises) de volailles et gibier,sousclasse
46.33Z,"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles",sousclasse
46.34Z,Commerce de gros (commerce interentreprises) de boissons,sousclasse
46.35Z,Commerce de gros (commerce interentreprises) de produits à base de tabac,sousclasse
46.36Z,"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie",sousclasse
46.37Z,"Commerce de gros (commerce interentreprises) de café, thé, cacao et épices",sousclasse
46.38A,"Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques",sousclasse
46.38B,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,sousclasse
46.39A,Commerce de gros (commerce interentreprises) de produits surgelés,sousclasse
46.39B,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,sousclasse
46.41Z,Commerce de gros (commerce interentreprises) de textiles,sousclasse
46.42Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,sousclasse
46.43Z,Commerce de gros (commerce interentreprises) d'appareils électroménagers,sousclasse
46.44Z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",sousclasse
46.45Z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,sousclasse
46.46Z,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,sousclasse
46.47Z,"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",sousclasse
46.48Z,Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,sousclasse
46.49Z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,sousclasse
46.51Z,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",sousclasse
46.52Z,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,sousclasse
46.61Z,Commerce de gros (commerce interentreprises) de matériel agricole,sousclasse
46.62Z,Commerce de gros (commerce interentreprises) de machines-outils,sousclasse
46.63Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",sousclasse
46.64Z,Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement,sousclasse
46.65Z,Commerce de gros (commerce interentreprises) de mobilier de bureau,sousclasse
46.66Z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,sousclasse
46.69A,Commerce de gros (commerce interentreprises) de matériel électrique,sousclasse
46.69B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,sousclasse
46.69C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,sousclasse
46.71Z,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,sousclasse
46.72Z,Commerce de gros (commerce interentreprises) de minerais et métaux,sousclasse
46.73A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,sousclasse
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,sousclasse
46.74A,Commerce de gros (commerce interentreprises) de quincaillerie,sousclasse
46.74B,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,sousclasse
46.75Z,Commerce de gros (commerce interentreprises) de produits chimiques,sousclasse
46.76Z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,sousclasse
46.77Z,Commerce de gros (commerce interentreprises) de déchets et débris,sousclasse
46.90Z,Commerce de gros (commerce interentreprises) non spécialisé,sousclasse
47.11A,Commerce de détail de produits surgelés,sousclasse
47.11B,Commerce d'alimentation générale,sousclasse
47.11C,Supérettes,sousclasse
47.11D,Supermarchés,sousclasse
47.11E,Magasins multi-commerces,sousclasse
47.11F,Hypermarchés,sousclasse
47.19A,Grands magasins,sousclasse
47.19B,Autres commerces de détail en magasin non spécialisé,sousclasse
47.21Z,Commerce de détail de fruits et légumes en magasin spécialisé,sousclasse
47.22Z,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,sousclasse
47.23Z,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",sousclasse
47.24Z,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé",sousclasse
47.25Z,Commerce de détail de boissons en magasin spécialisé,sousclasse
47.26Z,Commerce de détail de produits à base de tabac en magasin spécialisé,sousclasse
47.29Z,Autres commerces de détail alimentaires en magasin spécialisé,sousclasse
47.30Z,Commerce de détail de carburants en magasin spécialisé,sousclasse
47.41Z,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",sousclasse
47.42Z,Commerce de détail de matériels de télécommunication en magasin spécialisé,sousclasse
47.43Z,Commerce de détail de matériels audio et vidéo en magasin spécialisé,sousclasse
47.51Z,Commerce de détail de textiles en magasin spécialisé,sousclasse
47.52A,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)",sousclasse
47.52B,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)",sousclasse
47.53Z,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé",sousclasse
47.54Z,Commerce de détail d'appareils électroménagers en magasin spécialisé,sousclasse
47.59A,Commerce de détail de meubles,sousclasse
47.59B,Commerce de détail d'autres équipements du foyer,sousclasse
47.61Z,Commerce de détail de livres en magasin spécialisé,sousclasse
47.62Z,Commerce de détail de journaux et papeterie en magasin spécialisé,sousclasse
47.63Z,Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé,sousclasse
47.64Z,Commerce de détail d'articles de sport en magasin spécialisé,sousclasse
47.65Z,Commerce de détail de jeux et jouets en magasin spécialisé,sousclasse
47.71Z,Commerce de détail d'habillement en magasin spécialisé,sousclasse
47.72A,Commerce de détail de la chaussure,sousclasse
47.72B,Commerce de détail de maroquinerie et d'articles de voyage,sousclasse
47.73Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,sousclasse
47.74Z,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,sousclasse
47.75Z,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,sousclasse
47.76Z,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",sousclasse
47.77Z,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,sousclasse
47.78A,Commerces de détail d'optique,sousclasse
47.78B,Commerces de détail de charbons et combustibles,sousclasse
47.78C,Autres commerces de détail spécialisés divers,sousclasse
47.79Z,Commerce de détail de biens d'occasion en magasin,sousclasse
47.81Z,Commerce de détail alimentaire sur éventaires et marchés,sousclasse
47.82Z,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés",sousclasse
47.89Z,Autres commerces de détail sur éventaires et marchés,sousclasse
47.91A,Vente à distance sur catalogue général,sousclasse
47.91B,Vente à distance sur catalogue spécialisé,sousclasse
47.99A,Vente à domicile,sousclasse
47.99B,"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",sousclasse
49.10Z,Transport ferroviaire interurbain de voyageurs,sousclasse
49.20Z,Transports ferroviaires de fret,sousclasse
49.31Z,Transports urbains et suburbains de voyageurs,sousclasse
49.32Z,Transports de voyageurs par taxis,sousclasse
49.39A,Transports routiers réguliers de voyageurs,sousclasse
49.39B,Autres transports routiers de voyageurs,sousclasse
49.39C,Téléphériques et remontées mécaniques,sousclasse
49.41A,Transports routiers de fret interurbains,sousclasse
49.41B,Transports routiers de fret de proximité,sousclasse
49.41C,Location de camions avec chauffeur,sousclasse
49.42Z,Services de déménagement,sousclasse
49.50Z,Transports par conduites,sousclasse
50.10Z,Transports maritimes et côtiers de passagers,sousclasse
50.20Z,Transports maritimes et côtiers de fret,sousclasse
50.30Z,Transports fluviaux de passagers,sousclasse
50.40Z,Transports fluviaux de fret,sousclasse
51.10Z,Transports aériens de passagers,sousclasse
51.21Z,Transports aériens de fret,sousclasse
51.22Z,Transports spatiaux,sousclasse
52.10A,Entreposage et stockage frigorifique,sousclasse
52.10B,Entreposage et stockage non frigorifique,sousclasse
52.21Z,Services auxiliaires des transports terrestres,sousclasse
52.22Z,Services auxiliaires des transports par eau,sousclasse
52.23Z,Services auxiliaires des transports aériens,sousclasse
52.24A,Manutention portuaire,sousclasse
52.24B,Manutention non portuaire,sousclasse
52.29A,"Messagerie, fret express",sousclasse
52.29B,Affrètement et organisation des transports,sousclasse
53.10Z,Activités de poste dans le cadre d'une obligation de service universel,sousclasse
53.20Z,Autres activités de poste et de courrier,sousclasse
55.10Z,Hôtels et hébergement similaire,sousclasse
55.20Z,Hébergement touristique et autre hébergement de courte durée,sousclasse
55.30Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,sousclasse
55.90Z,Autres hébergements,sousclasse
56.10A,Restauration traditionnelle,sousclasse
56.10B,Cafétérias et autres libres-services,sousclasse
56.10C,Restauration de type rapide,sousclasse
56.21Z,Services des traiteurs,sousclasse
56.29A,Restauration collective sous contrat,sousclasse
56.29B,Autres services de restauration n.c.a.,sousclasse
56.30Z,Débits de boissons,sousclasse
58.11Z,Édition de livres,sousclasse
58.12Z,Édition de répertoires et de fichiers d'adresses,sousclasse
58.13Z,Édition de journaux,sousclasse
58.14Z,Édition de revues et périodiques,sousclasse
58.19Z,Autres activités d'édition,sousclasse
58.21Z,Édition de jeux électroniques,sousclasse
58.29A,Édition de logiciels système et de réseau,sousclasse
58.29B,Édition de logiciels outils de développement et de langages,sousclasse
58.29C,Édition de logiciels applicatifs,sousclasse
59.11A,Production de films et de programmes pour la télévision,sousclasse
59.11B,Production de films institutionnels et publicitaires,sousclasse
59.11C,Production de films pour le cinéma,sousclasse
59.12Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",sousclasse
59.13A,Distribution de films cinématographiques,sousclasse
59.13B,Édition et distribution vidéo,sousclasse
59.14Z,Projection de films cinématographiques,sousclasse
59.20Z,Enregistrement sonore et édition musicale,sousclasse
60.10Z,Édition et diffusion de programmes radio,sousclasse
60.20A,Édition de chaînes généralistes,sousclasse
60.20B,Édition de chaînes thématiques,sousclasse
61.10Z,Télécommunications filaires,sousclasse
61.20Z,Télécommunications sans fil,sousclasse
61.30Z,Télécommunications par satellite,sousclasse
61.90Z,Autres activités de télécommunication,sousclasse
62.01Z,Programmation informatique,sousclasse
62.02A,Conseil en systèmes et logiciels informatiques,sousclasse
62.02B,Tierce maintenance de systèmes et d'applications informatiques,sousclasse
62.03Z,Gestion d'installations informatiques,sousclasse
62.09Z,Autres activités informatiques,sousclasse
63.11Z,"Traitement de données, hébergement et activités connexes",sousclasse
63.12Z,Portails Internet,sousclasse
63.91Z,Activités des agences de presse,sousclasse
63.99Z,Autres services d'information n.c.a.,sousclasse
64.11Z,Activités de banque centrale,sousclasse
64.19Z,Autres intermédiations monétaires,sousclasse
64.20Z,Activités des sociétés holding,sousclasse
64.30Z,Fonds de placement et entités financières similaires,sousclasse
64.91Z,Crédit-bail,sousclasse
64.92Z,Autre distribution de crédit,sousclasse
64.99Z,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",sousclasse
65.11Z,Assurance vie,sousclasse
65.12Z,Autres assurances,sousclasse
65.20Z,Réassurance,sousclasse
65.30Z,Caisses de retraite,sousclasse
66.11Z,Administration de marchés financiers,sousclasse
66.12Z,Courtage de valeurs mobilières et de marchandises,sousclasse
66.19A,Supports juridiques de gestion de patrimoine mobilier,sousclasse
66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",sousclasse
66.21Z,Évaluation des risques et dommages,sousclasse
66.22Z,Activités des agents et courtiers d'assurances,sousclasse
66.29Z,Autres activités auxiliaires d'assurance et de caisses de retraite,sousclasse
66.30Z,Gestion de fonds,sousclasse
68.10Z,Activités des marchands de biens immobiliers,sousclasse
68.20A,Location de logements,sousclasse
68.20B,Location de terrains et d'autres biens immobiliers,sousclasse
68.31Z,Agences immobilières,sousclasse
68.32A,Administration d'immeubles et autres biens immobiliers,sousclasse
68.32B,Supports juridiques de gestion de patrimoine immobilier,sousclasse
69.10Z,Activités juridiques,sousclasse
69.20Z,Activités comptables,sousclasse
70.10Z,Activités des sièges sociaux,sousclasse
70.21Z,Conseil en relations publiques et communication,sousclasse
